"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2"
1290,"Lepomis cyanellus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Lepomis cyanellus_38.16_-81.2",26,38.16,-81.2,"","New River drainage US",NA,37.9,"tmax",0.75,"SD",8,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","cyanellus",31,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","3285","De Magalhães & Costa, 2009","N","","","","","",""
1300,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",10,47.37,-120.26,"","Washington state US",14,31.61,"tmax",NA,"SD",24,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1301,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",20,47.37,-120.26,"","Washington state US",14,36.81,"tmax",NA,"SD",24,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1302,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",10,47.37,-120.26,"","Washington state US",14,30.51,"tmax",NA,"SD",24,"lethal","death","0.1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1303,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",20,47.37,-120.26,"","Washington state US",14,36.03,"tmax",NA,"SD",24,"lethal","death","0.1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1304,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",10,47.37,-120.26,"","Washington state US",14,31.86,"tmax",NA,"SD",24,"lethal","death","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1305,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",20,47.37,-120.26,"","Washington state US",14,35.64,"tmax",NA,"SD",24,"lethal","death","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1306,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",10,47.37,-120.26,"","Washington state US",14,32.63,"tmax",NA,"SD",24,"lethal","death","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1307,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",20,47.37,-120.26,"","Washington state US",14,36.88,"tmax",NA,"SD",24,"lethal","death","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1308,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",10,47.37,-120.26,"","Washington state US",14,32.87,"tmax",NA,"SD",32,"lethal","death","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1309,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",20,47.37,-120.26,"","Washington state US",14,38.12,"tmax",NA,"SD",32,"lethal","death","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1310,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",10,47.37,-120.26,"","Washington state US",14,31.55,"tmax",NA,"SD",24,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1311,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",20,47.37,-120.26,"","Washington state US",14,35.3,"tmax",NA,"SD",24,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1312,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",10,47.37,-120.26,"","Washington state US",14,29.53,"tmax",NA,"SD",24,"critical","LOE","0.1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1313,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",20,47.37,-120.26,"","Washington state US",14,35.06,"tmax",NA,"SD",24,"critical","LOE","0.1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1314,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",10,47.37,-120.26,"","Washington state US",14,30.07,"tmax",0.77,"SD",24,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1315,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",20,47.37,-120.26,"","Washington state US",14,35.06,"tmax",0.95,"SD",24,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1316,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",10,47.37,-120.26,"","Washington state US",14,30.37,"tmax",NA,"SD",24,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1317,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",20,47.37,-120.26,"","Washington state US",14,35.16,"tmax",NA,"SD",24,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1318,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",10,47.37,-120.26,"","Washington state US",14,31.43,"tmax",NA,"SD",32,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1319,"Lepomis gibbosus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Becker & Genoway 1979","Comte","Lepomis gibbosus_47.37_-120.26",20,47.37,-120.26,"","Washington state US",14,36.56,"tmax",NA,"SD",32,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","gibbosus",40,"Froese & Pauly, 2000","","","non-migratory","NatureServe, 2020","","","","Sarah/Nikki","4380","Eakins, 2020b","N","","","","","",""
1388,"Lepomis megalotis","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Lutterschmidt & Hutchinson 1997","Comte","Lepomis megalotis_35.66_-97.47",10,35.66,-97.47,"","Central Oklahoma US",14,30.87,"tmax",1.62,"SD",59,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","megalotis",24,"Froese & Pauly, 2000","","","non-migratory","Fentress et al., 2006","","","","Sarah/Nikki","2190","Meyers et al., 2015;De Magalhães & Costa, 2009","N","","","","","",""
1389,"Lepomis megalotis","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Schaefer et al. 1999","Comte","Lepomis megalotis_35.66_-97.47",10,35.66,-97.47,"","Central Oklahoma US",21,31.6,"tmax",2.22,"SD",16.25,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","megalotis",24,"Froese & Pauly, 2000","","","non-migratory","Fentress et al., 2006","","","","Sarah/Nikki","2190","Meyers et al., 2015;De Magalhães & Costa, 2009","N","","","","","",""
1390,"Lepomis megalotis","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Schaefer et al. 1999","Comte","Lepomis megalotis_35.66_-97.47",10,35.66,-97.47,"","Central Oklahoma US",21,29.93,"tmax",1.79,"SD",16.25,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","megalotis",24,"Froese & Pauly, 2000","","","non-migratory","Fentress et al., 2006","","","","Sarah/Nikki","2190","Meyers et al., 2015;De Magalhães & Costa, 2009","N","","","","","",""
1391,"Lepomis megalotis","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Lutterschmidt & Hutchinson 1997","Comte","Lepomis megalotis_35.66_-97.47",10,35.66,-97.47,"","Central Oklahoma US",14,34.1,"tmax",1.99,"SD",59,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","megalotis",24,"Froese & Pauly, 2000","","","non-migratory","Fentress et al., 2006","","","","Sarah/Nikki","2190","Meyers et al., 2015;De Magalhães & Costa, 2009","N","","","","","",""
1392,"Lepomis megalotis","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Schaefer et al. 1999","Comte","Lepomis megalotis_35.66_-97.47",10,35.66,-97.47,"","Central Oklahoma US",21,34.7,"tmax",3.25,"SD",16.25,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","megalotis",24,"Froese & Pauly, 2000","","","non-migratory","Fentress et al., 2006","","","","Sarah/Nikki","2190","Meyers et al., 2015;De Magalhães & Costa, 2009","N","","","","","",""
1393,"Lepomis megalotis","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Schaefer et al. 1999","Comte","Lepomis megalotis_35.66_-97.47",10,35.66,-97.47,"","Central Oklahoma US",21,33.34,"tmax",1.95,"SD",16.25,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","megalotis",24,"Froese & Pauly, 2000","","","non-migratory","Fentress et al., 2006","","","","Sarah/Nikki","2190","Meyers et al., 2015;De Magalhães & Costa, 2009","N","","","","","",""
1394,"Lepomis megalotis","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Lepomis megalotis_38.524_-92.472",26,38.524,-92.472,"inferred","centroid of Lamine River,  Gasconade River, Missouri, United States",NA,37.8,"tmax",0.84,"SD",12,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Lepomis","megalotis",24,"Froese & Pauly, 2000","","","non-migratory","Fentress et al., 2006","","","","Sarah/Nikki","2190","Meyers et al., 2015;De Magalhães & Costa, 2009","N","","","","","",""
1426,"Lipophrys pholis","Chordata","Teleostei","Perciformes","Blenniidae",NA,"Vinagre et al. 2013","Comte","Lipophrys pholis_38.71_-9.49",20,38.71,-9.49,"","Portuguese West coast",7,33.9,"tmax",0.4,"SD",12,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,"Marine","synonym: Blennius pholis","Lipophrys","pholis",17,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","3650","De Magalhães & Costa, 2009;Froese & Pauly, 2000","N","","","","","",""
1427,"Lipophrys pholis","Chordata","Teleostei","Perciformes","Blenniidae",NA,"Campbell & Davies 1975","Comte","Lipophrys pholis_54.09_-4.76",10,54.09,-4.76,"","Port Erin Isle of Man",30,32.5,"tmax",NA,"SD",10,"lethal","death","0.07",NA,NA,NA,NA,NA,NA,NA,"Marine","synonym: Blennius pholis","Lipophrys","pholis",17,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","3650","De Magalhães & Costa, 2009;Froese & Pauly, 2000","N","","","","","",""
1428,"Lipophrys pholis","Chordata","Teleostei","Perciformes","Blenniidae",NA,"Campbell & Davies 1975","Comte","Lipophrys pholis_54.09_-4.76",20,54.09,-4.76,"","Port Erin Isle of Man",30,35.1,"tmax",NA,"SD",10,"lethal","death","0.07",NA,NA,NA,NA,NA,NA,NA,"Marine","synonym: Blennius pholis","Lipophrys","pholis",17,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","3650","De Magalhães & Costa, 2009;Froese & Pauly, 2000","N","","","","","",""
1429,"Lipophrys trigloides","Chordata","Teleostei","Perciformes","Blenniidae",NA,"Vinagre et al. 2013","Comte","Lipophrys trigloides_38.71_-9.49",20,38.71,-9.49,"","Portuguese West coast",7,35,"tmax",0.2,"SD",4,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Lipophrys","trigloides",13,"Froese & Pauly, 2000","","","unk","","","","","Nikki","unk","","N","","","","","",""
1682,"Luxilus chrysocephalus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Mundahl 1990","Comte","Luxilus chrysocephalus_39.97_-82.81",24,39.97,-82.81,"","Indian Creek Ohio US",NA,36.2,"tmax",1,"SD",6,"critical","LOE","0.8",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","chrysocephalus",24,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Simmons & Beckman, 2012","N","","","","","",""
1683,"Luxilus chrysocephalus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Luxilus chrysocephalus_38.189801_-91.908238",26,38.189801,-91.908238,"inferred","Gasconade River, Missouri, United States",NA,36.2,"tmax",0.48,"SD",8,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","chrysocephalus",24,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Simmons & Beckman, 2012","N","","","","","",""
1684,"Luxilus chrysocephalus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Luxilus chrysocephalus_39.490383_-84.325019",11,39.490383,-84.325019,"inferred","Dicks Creek, Middletown and Excello, Ohio, United States",NA,30.8,"tmax",1.8,"SD",8,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","chrysocephalus",24,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Simmons & Beckman, 2012","N","","","","","",""
1685,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Luxilus cornutus_35.96_-83.92",25,35.96,-83.92,"","Knoxville Tenesee US",NA,32.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1686,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Luxilus cornutus_38.32_-92.54",26,38.32,-92.54,"","Missouri US",NA,35.7,"tmax",0.39,"SD",18,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1689,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Kowaski et al. 1978","Comte","Luxilus cornutus_42.6_-78.47",15,42.6,-78.47,"","Buffalo Creek, Erie County, New York, United States",28,31.95,"tmax",0.39,"SD",10,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1690,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Kowaski et al. 1978","Comte","Luxilus cornutus_42.6_-78.47",15,42.6,-78.47,"","Buffalo Creek, Erie County, New York, United States",28,30.63,"tmax",1.24,"SD",16,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1691,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Luxilus cornutus_43.64_-79.49",5,43.64,-79.49,"","Toronto Ontario Canada",NA,26.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1692,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Luxilus cornutus_43.64_-79.49",10,43.64,-79.49,"","Toronto Ontario Canada",NA,28.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1693,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Luxilus cornutus_43.64_-79.49",15,43.64,-79.49,"","Toronto Ontario Canada",NA,30.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1699,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Brett 1956","Comte","Luxilus cornutus_45.83_-78.42",5,45.83,-78.42,"inferred","Algonquin Park Ontario Canada",NA,26.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1700,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Brett 1956","Comte","Luxilus cornutus_45.83_-78.42",10,45.83,-78.42,"inferred","Algonquin Park Ontario Canada",NA,28.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1701,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Brett 1956","Comte","Luxilus cornutus_45.83_-78.42",15,45.83,-78.42,"inferred","Algonquin Park Ontario Canada",NA,30.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1702,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Brett 1956","Comte","Luxilus cornutus_45.83_-78.42",25,45.83,-78.42,"inferred","Algonquin Park Ontario Canada",NA,31,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1703,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Brett 1956","Comte","Luxilus cornutus_45.83_-78.42",30,45.83,-78.42,"inferred","Algonquin Park Ontario Canada",NA,31,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1704,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Luxilus cornutus_42.6_-78.47",15,42.6,-78.47,"inferred","Buffalo Creek, Erie County, New York, United States",NA,31.9,"tmax",0.48,"SD",8,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Luxilus","cornutus",18,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","2190","Froese & Pauly, 2000","N","","","","","",""
1713,"Meda fulgida","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Bonar et al. 2005","Comte","Meda fulgida_32.85_-110.61",25,32.85,-110.61,"","Aravaipa Creek Arizona US",14,37,"tmax",0.59,"SD",15,"lethal","death","0.3",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Meda","fulgida",9.1,"Froese & Pauly, 2000","","NatureServe, 2020","non-migratory","IUCN, 2020","","","","Wilco+Piero/Nikki","730","NatureServe, 2020","N","","","","","",""
