"","intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km...migratory.only.","season_when_away_100km...migratory.only.","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","raster_mean"
"2806",790,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_NA",28,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",99,40.1812347,"tmax",0.054545455,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",16,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,31.1662128351428
"2807",791,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_NA",30,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",99,40.44789789,"tmax",0.057272727,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",16,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,31.1662128351428
"2808",1457,"Lithobates clamitans","Lithobates","clamitans","Chordata","Amphibia","Anura","Ranidae",NA,"Willhite, C., and P. V. J. Cupp. 1982. Daily rhythms of thermal tolerance in Rana clamitans (Anura: Ranidae) tadpoles. Comparative Biochemistry and Physiology Part A 71:255-258.","Rohr","Lithobates clamitans_37.621_NA",10,37.621,-84.199,"","Rana","clamitans","Central Kentucky Wildlife Area, Kentucky",7,39,"tmax",NA,NA,12,"critical","Ceased all movements and no longer responded to mechanical stimulation with forceps","1",NA,NA,NA,NA,299,"Larva",NA,NA,NA,"Terrestrial","7","days",NA,"365","AmphibiaWeb","365","AmphibiaWeb","Y","1-10","subadults may move from 200 mâ€“4.8 km (amphibiaweb)",NA,"10.8","SVL - NatureServe Explorer",NA,NA,NA,NA,NA,"winter","hibernate in winter (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00002-0.0002","20â€“200 m2 range+ 62 average (amphibiaweb)","2000","AmphibiaWeb",NA,304.691237591833
"2809",1458,"Lithobates clamitans","Lithobates","clamitans","Chordata","Amphibia","Anura","Ranidae",NA,"Willhite, C., and P. V. J. Cupp. 1982. Daily rhythms of thermal tolerance in Rana clamitans (Anura: Ranidae) tadpoles. Comparative Biochemistry and Physiology Part A 71:255-258.","Rohr","Lithobates clamitans_37.621_NA",25,37.621,-84.199,"","Rana","clamitans","Central Kentucky Wildlife Area, Kentucky",7,39.4,"tmax",NA,NA,12,"critical","Ceased all movements and no longer responded to mechanical stimulation with forceps","1",NA,NA,NA,NA,299,"Larva",NA,NA,NA,"Terrestrial","7","days",NA,"365","AmphibiaWeb","365","AmphibiaWeb","Y","1-10","subadults may move from 200 mâ€“4.8 km (amphibiaweb)",NA,"10.8","SVL - NatureServe Explorer",NA,NA,NA,NA,NA,"winter","hibernate in winter (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00002-0.0002","20â€“200 m2 range+ 62 average (amphibiaweb)","2000","AmphibiaWeb",NA,304.691237591833
"2810",1459,"Lithobates clamitans","Lithobates","clamitans","Chordata","Amphibia","Anura","Ranidae",NA,"Willhite, C., and P. V. J. Cupp. 1982. Daily rhythms of thermal tolerance in Rana clamitans (Anura: Ranidae) tadpoles. Comparative Biochemistry and Physiology Part A 71:255-258.","Rohr","Lithobates clamitans_37.621_NA",20,37.621,-84.199,"","Rana","clamitans","Central Kentucky Wildlife Area, Kentucky",7,39.4,"tmax",NA,NA,12,"critical","Ceased all movements and no longer responded to mechanical stimulation with forceps","1",NA,NA,NA,NA,299,"Larva",NA,NA,NA,"Terrestrial","7","days",NA,"365","AmphibiaWeb","365","AmphibiaWeb","Y","1-10","subadults may move from 200 mâ€“4.8 km (amphibiaweb)",NA,"10.8","SVL - NatureServe Explorer",NA,NA,NA,NA,NA,"winter","hibernate in winter (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00002-0.0002","20â€“200 m2 range+ 62 average (amphibiaweb)","2000","AmphibiaWeb",NA,304.691237591833
"2811",1460,"Lithobates clamitans","Lithobates","clamitans","Chordata","Amphibia","Anura","Ranidae",NA,"Willhite, C., and P. V. J. Cupp. 1982. Daily rhythms of thermal tolerance in Rana clamitans (Anura: Ranidae) tadpoles. Comparative Biochemistry and Physiology Part A 71:255-258.","Rohr","Lithobates clamitans_37.621_NA",25,37.621,-84.199,"","Rana","clamitans","Central Kentucky Wildlife Area, Kentucky",7,39.6,"tmax",NA,NA,12,"critical","Ceased all movements and no longer responded to mechanical stimulation with forceps","1",NA,NA,NA,NA,299,"Larva",NA,NA,NA,"Terrestrial","7","days",NA,"365","AmphibiaWeb","365","AmphibiaWeb","Y","1-10","subadults may move from 200 mâ€“4.8 km (amphibiaweb)",NA,"10.8","SVL - NatureServe Explorer",NA,NA,NA,NA,NA,"winter","hibernate in winter (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00002-0.0002","20â€“200 m2 range+ 62 average (amphibiaweb)","2000","AmphibiaWeb",NA,304.691237591833
"2812",1461,"Lithobates clamitans","Lithobates","clamitans","Chordata","Amphibia","Anura","Ranidae",NA,"Willhite, C., and P. V. J. Cupp. 1982. Daily rhythms of thermal tolerance in Rana clamitans (Anura: Ranidae) tadpoles. Comparative Biochemistry and Physiology Part A 71:255-258.","Rohr","Lithobates clamitans_37.621_NA",25,37.621,-84.199,"","Rana","clamitans","Central Kentucky Wildlife Area, Kentucky",7,39.8,"tmax",NA,NA,12,"critical","Ceased all movements and no longer responded to mechanical stimulation with forceps","1",NA,NA,NA,NA,299,"Larva",NA,NA,NA,"Terrestrial","7","days",NA,"365","AmphibiaWeb","365","AmphibiaWeb","Y","1-10","subadults may move from 200 mâ€“4.8 km (amphibiaweb)",NA,"10.8","SVL - NatureServe Explorer",NA,NA,NA,NA,NA,"winter","hibernate in winter (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00002-0.0002","20â€“200 m2 range+ 62 average (amphibiaweb)","2000","AmphibiaWeb",NA,304.691237591833
"2813",1462,"Lithobates clamitans","Lithobates","clamitans","Chordata","Amphibia","Anura","Ranidae",NA,"Willhite, C., and P. V. J. Cupp. 1982. Daily rhythms of thermal tolerance in Rana clamitans (Anura: Ranidae) tadpoles. Comparative Biochemistry and Physiology Part A 71:255-258.","Rohr","Lithobates clamitans_37.621_NA",25,37.621,-84.199,"","Rana","clamitans","Central Kentucky Wildlife Area, Kentucky",7,40,"tmax",NA,NA,12,"critical","Ceased all movements and no longer responded to mechanical stimulation with forceps","1",NA,NA,NA,NA,299,"Larva",NA,NA,NA,"Terrestrial","7","days",NA,"365","AmphibiaWeb","365","AmphibiaWeb","Y","1-10","subadults may move from 200 mâ€“4.8 km (amphibiaweb)",NA,"10.8","SVL - NatureServe Explorer",NA,NA,NA,NA,NA,"winter","hibernate in winter (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00002-0.0002","20â€“200 m2 range+ 62 average (amphibiaweb)","2000","AmphibiaWeb",NA,304.691237591833
"2814",1463,"Lithobates clamitans","Lithobates","clamitans","Chordata","Amphibia","Anura","Ranidae",NA,"Willhite, C., and P. V. J. Cupp. 1982. Daily rhythms of thermal tolerance in Rana clamitans (Anura: Ranidae) tadpoles. Comparative Biochemistry and Physiology Part A 71:255-258.","Rohr","Lithobates clamitans_37.621_NA",25,37.621,-84.199,"","Rana","clamitans","Central Kentucky Wildlife Area, Kentucky",7,40.1,"tmax",NA,NA,12,"critical","Ceased all movements and no longer responded to mechanical stimulation with forceps","1",NA,NA,NA,NA,299,"Larva",NA,NA,NA,"Terrestrial","7","days",NA,"365","AmphibiaWeb","365","AmphibiaWeb","Y","1-10","subadults may move from 200 mâ€“4.8 km (amphibiaweb)",NA,"10.8","SVL - NatureServe Explorer",NA,NA,NA,NA,NA,"winter","hibernate in winter (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00002-0.0002","20â€“200 m2 range+ 62 average (amphibiaweb)","2000","AmphibiaWeb",NA,304.691237591833
"2815",1464,"Lithobates clamitans","Lithobates","clamitans","Chordata","Amphibia","Anura","Ranidae",NA,"Willhite, C., and P. V. J. Cupp. 1982. Daily rhythms of thermal tolerance in Rana clamitans (Anura: Ranidae) tadpoles. Comparative Biochemistry and Physiology Part A 71:255-258.","Rohr","Lithobates clamitans_37.621_NA",25,37.621,-84.199,"","Rana","clamitans","Central Kentucky Wildlife Area, Kentucky",7,40.2,"tmax",NA,NA,12,"critical","Ceased all movements and no longer responded to mechanical stimulation with forceps","1",NA,NA,NA,NA,299,"Larva",NA,NA,NA,"Terrestrial","7","days",NA,"365","AmphibiaWeb","365","AmphibiaWeb","Y","1-10","subadults may move from 200 mâ€“4.8 km (amphibiaweb)",NA,"10.8","SVL - NatureServe Explorer",NA,NA,NA,NA,NA,"winter","hibernate in winter (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00002-0.0002","20â€“200 m2 range+ 62 average (amphibiaweb)","2000","AmphibiaWeb",NA,304.691237591833
"2816",1465,"Lithobates clamitans","Lithobates","clamitans","Chordata","Amphibia","Anura","Ranidae",NA,"Willhite, C., and P. V. J. Cupp. 1982. Daily rhythms of thermal tolerance in Rana clamitans (Anura: Ranidae) tadpoles. Comparative Biochemistry and Physiology Part A 71:255-258.","Rohr","Lithobates clamitans_37.621_NA",30,37.621,-84.199,"","Rana","clamitans","Central Kentucky Wildlife Area, Kentucky",7,40.4,"tmax",NA,NA,12,"critical","Ceased all movements and no longer responded to mechanical stimulation with forceps","1",NA,NA,NA,NA,299,"Larva",NA,NA,NA,"Terrestrial","7","days",NA,"365","AmphibiaWeb","365","AmphibiaWeb","Y","1-10","subadults may move from 200 mâ€“4.8 km (amphibiaweb)",NA,"10.8","SVL - NatureServe Explorer",NA,NA,NA,NA,NA,"winter","hibernate in winter (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00002-0.0002","20â€“200 m2 range+ 62 average (amphibiaweb)","2000","AmphibiaWeb",NA,304.691237591833
"2817",782,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_NA",20,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",117,39.72181818,"tmax",0.049090909,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",20,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,346.680422210884
"2818",783,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_NA",23,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",117,39.79818182,"tmax",0.046363636,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",20,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,346.680422210884
"2819",784,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_NA",26,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",117,40.02727273,"tmax",0.046363636,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",20,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,346.680422210884
"2820",785,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_NA",28,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",117,40.14727273,"tmax",0.068181818,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",20,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,346.680422210884
"2821",792,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_NA",20,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",117,39.99818703,"tmax",0.06,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",16,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,31.1662128351428
"2822",793,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_NA",23,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",117,40.051826,"tmax",0.043636364,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",16,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,31.1662128351428
"2823",794,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_NA",26,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",117,40.12181297,"tmax",0.049090909,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",16,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,31.1662128351428
"2824",795,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_NA",28,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",117,40.21940089,"tmax",0.043636364,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",16,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,"0.3","3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,"65","65 days max (DOI: 10.2307/1929973)",NA,31.1662128351428
"2825",2852,"Takydromus hsuehshanensis","Takydromus","hsuehshanensis","Chordata","Reptilia","Squamata","Laertidae","FV","Huang_&_Tu_2008a","intratherm_team","Takydromus hsuehshanensis_24.14_NA",10,24.14,121.28,"","Takydromus","hsuehshaner","Nantou County, Taiwan",14,2.1,"tmin",0.8,"SD",12,"critical","loss_righting_responses",NA,NA,NA,"25","summer",3174,"Adult",NA,NA,NA,"Terrestrial","14","days",NA,"730","more than 2 years old (https://doi.org/10.2108/zsj.30.15)","730","more than 2 years old (https://doi.org/10.2108/zsj.30.15)","Y","unk",NA,NA,"7.2","SVL 72 mm (DOI: 10.2307/1447333)",NA,NA,NA,NA,NA,"Oct - Apr","""hibernates from late October to the following April"" (https://doi.org/10.2108/zsj.30.15)","non-migratory",NA,NA,NA,NA,"Nikki","unk",NA,"unk",NA,"name does not appear anywhere - could this species be Takydromus hsuehshanensis?",1137.56507740327
"2826",2853,"Takydromus hsuehshanensis","Takydromus","hsuehshanensis","Chordata","Reptilia","Squamata","Laertidae","FV","Huang_&_Tu_2008a","intratherm_team","Takydromus hsuehshanensis_24.14_NA",20,24.14,121.28,"","Takydromus","hsuehshaner","Nantou County, Taiwan",14,3,"tmin",0.5,"SD",12,"critical","loss_righting_responses",NA,NA,NA,"25","summer",3174,"Adult",NA,NA,NA,"Terrestrial","14","days",NA,"730","more than 2 years old (https://doi.org/10.2108/zsj.30.15)","730","more than 2 years old (https://doi.org/10.2108/zsj.30.15)","Y","unk",NA,NA,"7.2","SVL 72 mm (DOI: 10.2307/1447333)",NA,NA,NA,NA,NA,"Oct - Apr","""hibernates from late October to the following April"" (https://doi.org/10.2108/zsj.30.15)","non-migratory",NA,NA,NA,NA,"Nikki","unk",NA,"unk",NA,"name does not appear anywhere - could this species be Takydromus hsuehshanensis?",1137.56507740327
